Country,Age,Gender,Perception regarding personal growth,Attitute toward personal growth,Consumer of personal growth program (Last 3 Years),Barrier to purchase,Personal Growth content invested,Audience Name,Financial Freedom Interest,Natural Products Interest,Spiritual Interest,Motivation Interest,Coaching 1:1 Interest,Top Interest (Cloud Word),Masterclass Awareness,Calm Awareness,Udemy Awareness,Mindvalley Awareness,Program Purchase Drivers
US,26-35,Female,Content that entertains,Time is a barrier,Yes,,Mindfullness,Great Resignation,Agree,Agree,Agree,Agree,Agree,",Read books,Play sports,Do arts crafts,,,,,,,,,,Go on a nightout,Cook/bake,,,,,",Familiar,Very Familiar,Very Familiar,Very Familiar,Affordability
US,36-45,Prefer not to say,Content that entertains,Money is a barrier,Yes,,Entrepreneurship/Leadership,Go Getters,Agree,Disagree,Agree,Agree,Agree,",,,,,,,,,Learn new skills,,,,,,,Spend time with my partner,Spend time with the kids,Go to a restaurant,",Familiar,Very Familiar,Very Familiar,Very Familiar,Credibility
US,26-35,Male,Content that entertains,It is for Everyone,No,Lack of time,,Spirituality Skeekers,Agree,Agree,Agree,Agree,Agree,"Watch TV,,,,,Watch movies,Browse social media,,,,,,,,,Play video games,Spend time with my partner,,,",Very Familiar,Very Familiar,Familiar,Not Familiar,Content Relevance
US,26-35,Male,Content that teaches,Time is a barrier,No,Not Interested,,Great Resignation,Agree,Disagree,Disagree,Agree,Agree,"Watch TV,,,,,,,,,,Meditate practice mindfulness,Listen to music,,,,,,,,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Content Relevance
US,36-45,Male,Content that transforms,Money is a barrier,Yes,,Holistic,Holistic,Agree,Disagree,Disagree,Disagree,Agree,"Watch TV,,,,,,,,,,,,,,,,,,,",Not Familiar,Familiar,Familiar,Familiar,Content Relevance
US,26-35,Male,Content that teaches,Money is a barrier,No,Pricing,,Great Resignation,Agree,Agree,Agree,Agree,Agree,",,,Do arts crafts,,,,,Go for a walk,,,,Go on an excursion,,Cook/bake,,,,,",Familiar,Not Familiar,Not Familiar,Not Familiar,Content Relevance
US,55+,Female,Content that teaches,Time is a barrier,Yes,,Entrepreneurship/Leadership,Go Getters,Disagree,Agree,Agree,Disagree,Agree,",Read books,,Do arts crafts,,Watch movies,,,,,,Listen to music,,,Cook/bake,,,,Go to a restaurant,",Very Familiar,Very Familiar,Familiar,Very Familiar,Content Relevance
US,55+,Male,Content that teaches,It is for Everyone,No,Pricing,,Bliss,Agree,Agree,Agree,Disagree,Agree,"Watch TV,,,,Socialise meet friends,Watch movies,Browse social media,,,,,Listen to music,,,,Play video games,,Spend time with the kids,,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Affordability
US,36-45,Male,Content that transforms,It is for Everyone,No,Pricing,,Go Getters,Agree,Disagree,Disagree,Agree,Disagree,",,,,,Watch movies,,,,,,,,,,,,,Go to a restaurant,",Familiar,Familiar,Not Familiar,Not Familiar,Content Relevance
US,36-45,Male,Content that teaches,It is for Everyone,No,Awareness,,Great Resignation,Agree,Agree,Agree,Agree,Agree,"Watch TV,,,,,Watch movies,Browse social media,,,,,Listen to music,,,,Play video games,Spend time with my partner,,Go to a restaurant,",Familiar,Not Familiar,Not Familiar,Not Familiar,Content Relevance
US,36-45,Male,Content that teaches,Money is a barrier,Yes,,Entrepreneurship/Leadership,Holistic,Agree,Agree,Agree,Disagree,Agree,"Watch TV,,,,,Watch movies,Browse social media,Exercise,Go for a walk,,,Listen to music,,Go on a nightout,Cook/bake,Play video games,,,Go to a restaurant,",Not Familiar,Very Familiar,Not Familiar,Not Familiar,Content Relevance
US,55+,Male,Content that teaches,It is for Everyone,No,Awareness,,Spirituality Skeekers,Disagree,Agree,Agree,Agree,Agree,",,,,,,,,Go for a walk,,Meditate practice mindfulness,,,,,,Spend time with my partner,,,",Not Familiar,Very Familiar,Not Familiar,Not Familiar,Credibility
US,26-35,Female,Content that teaches,Money is a barrier,No,Pricing,,Lone Wolf,Agree,Agree,Agree,Agree,Agree,"Watch TV,Read books,,,Socialise meet friends,Watch movies,Browse social media,Exercise,Go for a walk,,,Listen to music,,Go on a nightout,Cook/bake,Play video games,,Spend time with the kids,Go to a restaurant,",Familiar,Familiar,Familiar,Not Familiar,Affordability
US,18-25,Male,Content that entertains,Time is a barrier,No,,,Holistic,Agree,Agree,Agree,No opinion,Agree,",,Play sports,,,Watch movies,,Exercise,,Learn new skills,,,,,,,,,,",Very Familiar,Very Familiar,Not Familiar,Not Familiar,Credibility
US,26-35,Female,Content that entertains,It is for Everyone,Yes,,Mindfullness,Spirituality Skeekers,Agree,Agree,Agree,Agree,Agree,",,,,,,,Exercise,,,,,,,,,,,,",Familiar,Familiar,Familiar,Familiar,Content Relevance
US,26-35,Male,Content that transforms,Money is a barrier,Yes,,Crisis healing,Kensho,Agree,Agree,Agree,Agree,Agree,",,,,,,,,,,,,,,,Play video games,,,,",Very Familiar,Very Familiar,Very Familiar,Very Familiar,Affordability
US,26-35,Male,Content that teaches,Time is a barrier,Yes,,Selfawareness,Great Resignation,Agree,Agree,Agree,Agree,Disagree,",,,,Socialise meet friends,,,,,Learn new skills,,,,,,,,,Go to a restaurant,",Very Familiar,Very Familiar,Very Familiar,Very Familiar,Credibility
US,36-45,Prefer not to say,Content that entertains,Time is a barrier,No,Awareness,,Great Resignation,Agree,Disagree,Agree,No opinion,Disagree,"Watch TV,,,,,Watch movies,,,,,,Listen to music,,,,,Spend time with my partner,,,",Very Familiar,Familiar,Very Familiar,Not Familiar,Content Relevance
US,26-35,Female,Content that teaches,Money is a barrier,Yes,,Entrepreneurship/Leadership,Go Getters,Agree,Agree,Agree,Disagree,Disagree,",,,,,,Browse social media,Exercise,Go for a walk,,,,,,Cook/bake,,,,Go to a restaurant,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Credibility
US,55+,Male,Content that transforms,It is for Everyone,No,Pricing,,Connection Seeker,Disagree,No opinion,Disagree,Disagree,Disagree,"Watch TV,,,,Socialise meet friends,Watch movies,Browse social media,,,,,Listen to music,,,,,,,,",Familiar,Not Familiar,Not Familiar,Not Familiar,Affordability
US,36-45,Female,Content that transforms,Money is a barrier,Yes,,Mindfullness,Holistic,Agree,Agree,Agree,Agree,Agree,"Watch TV,Read books,,,Socialise meet friends,,Browse social media,Exercise,Go for a walk,Learn new skills,Meditate practice mindfulness,Listen to music,Go on an excursion,Go on a nightout,,,Spend time with my partner,,Go to a restaurant,",Familiar,Familiar,Very Familiar,Very Familiar,Time Convience
US,46-54,Male,Content that teaches,Time is a barrier,No,Pricing,,Great Resignation,Agree,Agree,Agree,Agree,Agree,"Watch TV,,,,Socialise meet friends,Watch movies,,,,Learn new skills,,Listen to music,,,,Play video games,Spend time with my partner,Spend time with the kids,,",Not Familiar,Very Familiar,Not Familiar,Familiar,Affordability
US,26-35,Female,Content that entertains,It is for Everyone,No,Pricing,,Holistic,Agree,Agree,Agree,Agree,Agree,"Watch TV,Read books,,Do arts crafts,Socialise meet friends,,Browse social media,,Go for a walk,,,Listen to music,,,Cook/bake,Play video games,Spend time with my partner,,,",Familiar,Familiar,Not Familiar,Not Familiar,Affordability
US,36-45,Male,Content that teaches,Money is a barrier,Yes,,Mindfullness,Great Resignation,Agree,Disagree,Agree,Agree,Agree,"Watch TV,,Play sports,Do arts crafts,Socialise meet friends,Watch movies,Browse social media,Exercise,,,,Listen to music,,,,Play video games,,,Go to a restaurant,",Familiar,Very Familiar,Very Familiar,Familiar,Content Relevance
US,26-35,Female,Content that transforms,It is for Everyone,Yes,,Entrepreneurship/Leadership,Holistic,Agree,Agree,Agree,Disagree,Agree,"Watch TV,Read books,Play sports,Do arts crafts,Socialise meet friends,Watch movies,Browse social media,Exercise,Go for a walk,,Meditate practice mindfulness,Listen to music,,Go on a nightout,Cook/bake,Play video games,Spend time with my partner,Spend time with the kids,Go to a restaurant,",Familiar,Very Familiar,Not Familiar,Not Familiar,Content Relevance
US,26-35,Prefer not to say,Content that entertains,Money is a barrier,Yes,,Crisis healing,Spirituality Skeekers,Agree,Agree,Agree,Agree,Disagree,",Read books,,,,,,,,,,,,,,,,,,",Familiar,Not Familiar,Familiar,Familiar,Content Relevance
US,26-35,Female,Content that transforms,Money is a barrier,No,Lack of time,,Connection Seeker,No opinion,No opinion,Agree,Agree,No opinion,"Watch TV,Read books,,,Socialise meet friends,Watch movies,Browse social media,,Go for a walk,,,Listen to music,,Go on a nightout,,,Spend time with my partner,Spend time with the kids,Go to a restaurant,",Not Familiar,Familiar,Not Familiar,Not Familiar,Content Relevance
US,55+,Female,"No idea, never thought about it",Money is a barrier,No,Awareness,,Holistic,Agree,No opinion,Agree,Disagree,Agree,"Watch TV,,,,,Watch movies,Browse social media,,,,,,,Go on a nightout,Cook/bake,,Spend time with my partner,,Go to a restaurant,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Time Convience
US,18-25,Female,Content that entertains,It is for Everyone,No,Awareness,,Great Resignation,Agree,Agree,Agree,Agree,Agree,"Watch TV,,Play sports,,Socialise meet friends,Watch movies,Browse social media,Exercise,,,,Listen to music,,,,Play video games,,,,",Not Familiar,Familiar,Not Familiar,Not Familiar,Time Convience
US,26-35,Female,Content that teaches,It is for Everyone,No,Awareness,,Great Resignation,Agree,Agree,Disagree,Disagree,Agree,"Watch TV,Read books,,,Socialise meet friends,Watch movies,Browse social media,Exercise,Go for a walk,Learn new skills,,Listen to music,Go on an excursion,Go on a nightout,Cook/bake,,Spend time with my partner,,Go to a restaurant,",Not Familiar,Very Familiar,Not Familiar,Not Familiar,Content Relevance
US,26-35,Female,Content that transforms,Time is a barrier,No,Pricing,,Great Resignation,Agree,Agree,Disagree,Agree,Agree,"Watch TV,,Play sports,,,,,,,,,,,,,,,,,",Familiar,Very Familiar,Very Familiar,Familiar,Credibility
US,55+,Female,Content that transforms,It is for Everyone,No,Lack of time,,Connection Seeker,Agree,Disagree,Disagree,Disagree,Agree,",,Play sports,,Socialise meet friends,,,Exercise,Go for a walk,,,Listen to music,,,Cook/bake,,Spend time with my partner,,,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Content Relevance
US,26-35,Male,Content that teaches,Time is a barrier,No,Lack of time,,Go Getters,Agree,Agree,Agree,Disagree,Agree,",,,,,,Browse social media,Exercise,,,,Listen to music,,,,,,,,",Not Familiar,Not Familiar,Very Familiar,Not Familiar,Content Relevance
US,36-45,Female,Content that transforms,Time is a barrier,No,Awareness,,Great Resignation,Agree,No opinion,No opinion,Agree,Disagree,",,,,,,,,,,,,,,,,Spend time with my partner,,,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Content Relevance
US,36-45,Female,Content that teaches,It is for Everyone,No,Pricing,,Great Resignation,Agree,No opinion,No opinion,No opinion,Agree,"Watch TV,Read books,,Do arts crafts,,Watch movies,Browse social media,,Go for a walk,Learn new skills,,Listen to music,,,Cook/bake,,Spend time with my partner,Spend time with the kids,,",Not Familiar,Not Familiar,Familiar,Not Familiar,Time Convience
US,26-35,Female,Content that entertains,Money is a barrier,No,Lack of time,,Holistic,Agree,Agree,Agree,Agree,Agree,",,,Do arts crafts,,,,Exercise,,,,Listen to music,,,,,,,,",Very Familiar,Very Familiar,Very Familiar,Very Familiar,Affordability
US,26-35,Male,Content that teaches,Time is a barrier,No,Awareness,,Spirituality Skeekers,Agree,Agree,Agree,Agree,Agree,"Watch TV,,,Do arts crafts,Socialise meet friends,Watch movies,Browse social media,,,,,Listen to music,,,Cook/bake,Play video games,Spend time with my partner,,Go to a restaurant,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Content Relevance
US,36-45,Male,Content that teaches,Money is a barrier,Yes,,Entrepreneurship/Leadership,Holistic,Agree,Agree,Agree,Agree,Agree,"Watch TV,Read books,,,Socialise meet friends,Watch movies,,,,Learn new skills,,Listen to music,,,,Play video games,,Spend time with the kids,Go to a restaurant,",Very Familiar,Very Familiar,Very Familiar,Very Familiar,Credibility
US,36-45,Male,Content that teaches,It is for Everyone,Yes,,Entrepreneurship/Leadership,Go Getters,Agree,Agree,Agree,Disagree,Agree,",,,Do arts crafts,,Watch movies,Browse social media,Exercise,Go for a walk,Learn new skills,Meditate practice mindfulness,Listen to music,,,Cook/bake,Play video games,Spend time with my partner,,,",Very Familiar,Very Familiar,Not Familiar,Not Familiar,Content Relevance
US,36-45,Male,Content that entertains,Money is a barrier,No,Lack of time,,Spirituality Skeekers,Agree,Disagree,Agree,Agree,Agree,",Read books,,,,,,,Go for a walk,,,,,,,,,,,",Very Familiar,Very Familiar,Very Familiar,Familiar,Affordability
US,26-35,Male,Content that teaches,Money is a barrier,Yes,,Entrepreneurship/Leadership,Go Getters,Agree,Disagree,Agree,Agree,Agree,",,Play sports,,,,,,,,,Listen to music,,,,,Spend time with my partner,,Go to a restaurant,",Familiar,Very Familiar,Very Familiar,Very Familiar,Credibility
US,36-45,Female,Content that transforms,It is for Everyone,No,Lack of time,,Spirituality Skeekers,Agree,Agree,Agree,Disagree,Agree,"Watch TV,Read books,,Do arts crafts,Socialise meet friends,Watch movies,Browse social media,Exercise,Go for a walk,Learn new skills,,Listen to music,,Go on a nightout,Cook/bake,Play video games,Spend time with my partner,Spend time with the kids,Go to a restaurant,",Familiar,Very Familiar,Not Familiar,Not Familiar,Content Relevance
US,26-35,Prefer not to say,Content that teaches,Credibility is a barrier,No,Pricing,,Great Resignation,Disagree,Agree,Agree,Agree,Agree,",,,Do arts crafts,,,,,Go for a walk,,,Listen to music,,,,,,,,",Very Familiar,Very Familiar,Very Familiar,Familiar,Content Relevance
US,55+,Male,"No idea, never thought about it",Credibility is a barrier,No,Awareness,,Spirituality Skeekers,Agree,Agree,Agree,Disagree,Agree,"Watch TV,Read books,,,,,,,Go for a walk,,,,,,,,,,,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Affordability
US,55+,Male,Content that transforms,Time is a barrier,No,Awareness,,Holistic,Disagree,No opinion,Agree,Disagree,Agree,",Read books,,,,,Browse social media,Exercise,Go for a walk,,,Listen to music,,,,,,,,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Content Relevance
US,26-35,Female,Content that entertains,It is for Everyone,No,Lack of time,,Holistic,No opinion,Agree,Agree,Agree,Agree,"Watch TV,Read books,,,,,Browse social media,Exercise,Go for a walk,Learn new skills,,,,,,,,Spend time with the kids,,",Familiar,Familiar,Very Familiar,Familiar,Credibility
US,55+,Female,Content that teaches,It is for Everyone,No,Awareness,,Holistic,Disagree,No opinion,Agree,Disagree,Disagree,"Watch TV,Read books,,,,,Browse social media,Exercise,Go for a walk,,,Listen to music,,,,,,Spend time with the kids,,",Not Familiar,Familiar,Not Familiar,Not Familiar,Time Convience
US,55+,Female,Content that transforms,Money is a barrier,No,Pricing,,Great Resignation,Agree,Agree,Agree,Agree,Agree,",,,,,,,,Go for a walk,,,,,,,,,Spend time with the kids,,",Not Familiar,Not Familiar,Not Familiar,Familiar,Affordability
US,55+,Male,Content that teaches,It is for Everyone,Yes,,Fitness,Holistic,Agree,Disagree,Agree,Disagree,Agree,"Watch TV,,,,Socialise meet friends,Watch movies,,,Go for a walk,,,Listen to music,Go on an excursion,Go on a nightout,Cook/bake,,Spend time with my partner,,Go to a restaurant,",Very Familiar,Familiar,Not Familiar,Not Familiar,Content Relevance
US,55+,Male,Content that entertains,It is for Everyone,No,Lack of time,,Holistic,Agree,Agree,Agree,Agree,Agree,",,,,,,,,Go for a walk,,Meditate practice mindfulness,Listen to music,,,,,,,,",Familiar,Familiar,Familiar,Familiar,Credibility
US,46-54,Female,Content that teaches,It is for Everyone,No,Awareness,,Holistic,Agree,Agree,Agree,Agree,Disagree,",,,,Socialise meet friends,Watch movies,,,,,,Listen to music,,,,,,,,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Content Relevance
US,55+,Female,Content that transforms,Time is a barrier,No,Lack of time,,Spirituality Skeekers,Agree,Agree,Agree,Disagree,Agree,"Watch TV,Read books,,Do arts crafts,Socialise meet friends,Watch movies,Browse social media,Exercise,Go for a walk,Learn new skills,Meditate practice mindfulness,Listen to music,Go on an excursion,Go on a nightout,,Play video games,Spend time with my partner,Spend time with the kids,Go to a restaurant,",Not Familiar,Familiar,Not Familiar,Not Familiar,Content Relevance
US,55+,Female,Content that entertains,It is for Everyone,Yes,,Fitness,Holistic,Agree,No opinion,Disagree,Agree,Agree,"Watch TV,Read books,,,Socialise meet friends,Watch movies,Browse social media,Exercise,Go for a walk,,,Listen to music,,,,,,,Go to a restaurant,",Not Familiar,Very Familiar,Not Familiar,Not Familiar,Content Relevance
US,55+,Female,Content that teaches,Money is a barrier,No,Pricing,,Great Resignation,Agree,Agree,Disagree,Disagree,Disagree,"Watch TV,,,,,Watch movies,Browse social media,,,,,,,,Cook/bake,,,,,",Not Familiar,Familiar,Not Familiar,Not Familiar,Affordability
US,55+,Female,Content that transforms,It is for Everyone,Yes,,Entrepreneurship/Leadership,Go Getters,Agree,Agree,Agree,Disagree,Disagree,",Read books,,Do arts crafts,Socialise meet friends,,Browse social media,,,Learn new skills,Meditate practice mindfulness,Listen to music,,,Cook/bake,,,,,",Very Familiar,Very Familiar,Very Familiar,Familiar,Content Relevance
US,55+,Female,Content that transforms,It is for Everyone,No,Awareness,,Holistic,Agree,Disagree,Agree,Agree,Agree,",Read books,,,,,,,,,,,,,Cook/bake,Play video games,,,,",Not Familiar,Familiar,Not Familiar,Not Familiar,Affordability
US,55+,Male,Content that teaches,It is for Everyone,No,Lack of time,,Holistic,Disagree,Disagree,Agree,Disagree,Agree,",Read books,,,,,,Exercise,,,Meditate practice mindfulness,,,,,,,,,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Content Relevance
US,26-35,Male,Content that teaches,It is for Everyone,No,Awareness,,Spirituality Skeekers,Agree,Agree,Agree,Agree,Agree,"Watch TV,Read books,Play sports,,,Watch movies,Browse social media,Exercise,Go for a walk,,,Listen to music,,,,Play video games,,,Go to a restaurant,",Familiar,Not Familiar,Not Familiar,Not Familiar,Affordability
US,55+,Male,Content that teaches,It is for Everyone,No,Lack of time,,Spirituality Skeekers,Disagree,Agree,Agree,Disagree,Agree,",Read books,,Do arts crafts,Socialise meet friends,Watch movies,Browse social media,,Go for a walk,,,,,,,,Spend time with my partner,,,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Content Relevance
US,55+,Female,Content that entertains,It is for Everyone,No,Awareness,,Go Getters,Agree,Agree,Agree,Disagree,Disagree,"Watch TV,,,Do arts crafts,,Watch movies,Browse social media,Exercise,Go for a walk,Learn new skills,,Listen to music,,Go on a nightout,Cook/bake,,,Spend time with the kids,Go to a restaurant,",Familiar,Not Familiar,Not Familiar,Not Familiar,Content Relevance
US,55+,Male,Content that transforms,It is for Everyone,No,Awareness,,Spirituality Skeekers,Agree,Agree,Agree,Agree,Agree,"Watch TV,,,,,Watch movies,,,,,,Listen to music,,,,,Spend time with my partner,,,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Affordability
US,55+,Female,"No idea, never thought about it",It is for Everyone,No,Lack of time,,Spirituality Skeekers,Agree,No opinion,Agree,Disagree,No opinion,"Watch TV,,,,Socialise meet friends,,,Exercise,,,,,,,,,,,,",Familiar,Familiar,Not Familiar,Not Familiar,Content Relevance
US,55+,Female,Content that entertains,Money is a barrier,Yes,,Entrepreneurship/Leadership,Go Getters,Agree,Disagree,Agree,Disagree,Disagree,",Read books,,,,,,,,Learn new skills,Meditate practice mindfulness,Listen to music,,,Cook/bake,,,,,",Not Familiar,Very Familiar,Not Familiar,Not Familiar,Content Relevance
US,26-35,Male,Content that entertains,It is for Everyone,No,Pricing,,Great Resignation,Agree,Agree,Agree,Agree,Agree,",,,,,,,,Go for a walk,,,Listen to music,,,,Play video games,,,,",Familiar,Familiar,Not Familiar,Not Familiar,Content Relevance
US,55+,Female,Content that teaches,Time is a barrier,No,Awareness,,Go Getters,Disagree,Agree,Agree,Disagree,Agree,"Watch TV,Read books,,Do arts crafts,Socialise meet friends,Watch movies,,,Go for a walk,,,,Go on an excursion,,Cook/bake,,Spend time with my partner,,,",Familiar,Not Familiar,Familiar,Not Familiar,Affordability
US,55+,Female,Content that transforms,Time is a barrier,No,Awareness,,Holistic,Agree,Agree,Agree,Agree,Disagree,",,,,,,,,,,,Listen to music,,,Cook/bake,,Spend time with my partner,,,",Familiar,Familiar,Familiar,Familiar,Time Convience
US,55+,Female,"No idea, never thought about it",Money is a barrier,No,Pricing,,Bliss,Disagree,Agree,Disagree,Disagree,Agree,"Watch TV,,,,Socialise meet friends,Watch movies,Browse social media,Exercise,,,,Listen to music,,,,,,,Go to a restaurant,",Familiar,Very Familiar,Not Familiar,Not Familiar,Affordability
US,55+,Female,Content that teaches,It is for Everyone,No,Pricing,,Spirituality Skeekers,Disagree,No opinion,Agree,Agree,Agree,"Watch TV,,,Do arts crafts,,Watch movies,,,,Learn new skills,,,,,Cook/bake,Play video games,,Spend time with the kids,,",Familiar,Very Familiar,Familiar,Familiar,Affordability
US,55+,Female,Content that teaches,Time is a barrier,No,Pricing,,Spirituality Skeekers,Disagree,No opinion,Agree,Agree,No opinion,"Watch TV,,,Do arts crafts,Socialise meet friends,,Browse social media,,,Learn new skills,,,,,,Play video games,,,,",Not Familiar,Familiar,Not Familiar,Not Familiar,Affordability
US,55+,Male,Content that teaches,Time is a barrier,No,Lack of time,,Connection Seeker,Disagree,Agree,Agree,Disagree,Agree,"Watch TV,Read books,,,Socialise meet friends,Watch movies,Browse social media,Exercise,Go for a walk,,,Listen to music,Go on an excursion,Go on a nightout,Cook/bake,,,,Go to a restaurant,",Not Familiar,Familiar,Not Familiar,Not Familiar,Content Relevance
US,26-35,Male,"No idea, never thought about it",Money is a barrier,Yes,,Entrepreneurship/Leadership,Holistic,Agree,Agree,Agree,Agree,Agree,"Watch TV,,,,,,,,,,,Listen to music,,,,Play video games,,,Go to a restaurant,",Very Familiar,Very Familiar,Very Familiar,Very Familiar,Credibility
US,26-35,Male,Content that entertains,It is for Everyone,Yes,,Selfawareness,Holistic,Agree,Agree,Agree,Agree,Agree,",Read books,,Do arts crafts,,,Browse social media,Exercise,,,,Listen to music,,,,,,,,",Familiar,Familiar,Not Familiar,Not Familiar,Content Relevance
US,55+,Female,Content that entertains,It is for Everyone,No,Awareness,,Great Resignation,Disagree,Agree,Agree,Disagree,Agree,"Watch TV,Read books,,,Socialise meet friends,Watch movies,Browse social media,Exercise,Go for a walk,,,,,Go on a nightout,,,,Spend time with the kids,Go to a restaurant,",Familiar,Familiar,Not Familiar,Not Familiar,Time Convience
US,55+,Female,Content that teaches,It is for Everyone,Yes,,Mindfullness,Spirituality Skeekers,Disagree,Agree,Agree,Disagree,Agree,"Watch TV,Read books,,,,,Browse social media,Exercise,Go for a walk,,Meditate practice mindfulness,,,,Cook/bake,Play video games,Spend time with my partner,Spend time with the kids,,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Affordability
US,55+,Female,Content that teaches,It is for Everyone,Yes,,Mindfullness,Spirituality Skeekers,Agree,Agree,Agree,Disagree,Agree,",,,,,Watch movies,,,Go for a walk,,,,,,,,,Spend time with the kids,,",Familiar,Very Familiar,Familiar,Familiar,Content Relevance
US,26-35,Female,Content that teaches,Money is a barrier,No,Not Interested,,Spirituality Skeekers,Agree,Agree,Agree,Disagree,Disagree,",,,,,,,,,,Meditate practice mindfulness,,,,Cook/bake,,Spend time with my partner,,,",Not Familiar,Not Familiar,Very Familiar,Not Familiar,Credibility
US,55+,Female,Content that teaches,Money is a barrier,No,Awareness,,Holistic,Agree,Agree,No opinion,Disagree,Agree,"Watch TV,Read books,,Do arts crafts,,,,Exercise,Go for a walk,,,,Go on an excursion,,Cook/bake,,,,,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Content Relevance
US,55+,Male,Content that transforms,Time is a barrier,No,Awareness,,Lone Wolf,Disagree,Disagree,Agree,Disagree,Agree,"Watch TV,Read books,Play sports,,,Watch movies,,Exercise,Go for a walk,,Meditate practice mindfulness,Listen to music,,,,,,,,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Content Relevance
US,18-25,Male,Content that entertains,Credibility is a barrier,Yes,,Selfawareness,Great Resignation,Agree,No opinion,Agree,Agree,Agree,"Watch TV,,Play sports,,,,,,,,,,,,,,Spend time with my partner,,,",Familiar,Very Familiar,Very Familiar,Very Familiar,Credibility
US,55+,Female,Content that teaches,It is for Everyone,No,Lack of time,,Great Resignation,Disagree,Agree,Agree,Disagree,Agree,"Watch TV,,Play sports,Do arts crafts,Socialise meet friends,Watch movies,,,Go for a walk,,,,,,,,,,,",Familiar,Familiar,Not Familiar,Not Familiar,Content Relevance
US,55+,Female,Content that teaches,Time is a barrier,No,Pricing,,Connection Seeker,Agree,Agree,Disagree,Disagree,Agree,"Watch TV,,,,,Watch movies,Browse social media,,,,,,,,,,,,Go to a restaurant,",Not Familiar,Familiar,Not Familiar,Not Familiar,Affordability
US,26-35,Female,Content that transforms,It is for Everyone,No,Awareness,,Holistic,Agree,Agree,Agree,Agree,Agree,",,,,,Watch movies,,,Go for a walk,,,Listen to music,,,,,Spend time with my partner,,,",Not Familiar,Very Familiar,Not Familiar,Not Familiar,Affordability
US,55+,Female,Content that transforms,It is for Everyone,No,Not Interested,,Connection Seeker,Agree,Agree,Agree,Disagree,Agree,",,,,,,,,Go for a walk,,Meditate practice mindfulness,,,,,,,,,Other",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Credibility
US,36-45,Female,Content that transforms,It is for Everyone,Yes,,Selfawareness,Spirituality Skeekers,Agree,Agree,Agree,Disagree,Agree,"Watch TV,Read books,,Do arts crafts,Socialise meet friends,Watch movies,Browse social media,Exercise,Go for a walk,Learn new skills,Meditate practice mindfulness,Listen to music,Go on an excursion,Go on a nightout,Cook/bake,Play video games,Spend time with my partner,Spend time with the kids,Go to a restaurant,",Very Familiar,Very Familiar,Not Familiar,Familiar,Content Relevance
US,36-45,Male,Content that teaches,Time is a barrier,Yes,,Entrepreneurship/Leadership,Holistic,Agree,Agree,Agree,Disagree,Agree,"Watch TV,,,,,,,Exercise,,Learn new skills,,Listen to music,,,,Play video games,,,,",Very Familiar,Very Familiar,Very Familiar,Very Familiar,Content Relevance
US,55+,Male,Content that teaches,It is for Everyone,No,Awareness,,Spirituality Skeekers,Disagree,Disagree,Agree,Disagree,Agree,"Watch TV,Read books,,Do arts crafts,,,Browse social media,,,,,Listen to music,,,Cook/bake,,Spend time with my partner,,,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Time Convience
US,55+,Female,Content that transforms,Time is a barrier,No,Lack of time,,Spirituality Skeekers,Disagree,No opinion,Agree,Disagree,Agree,"Watch TV,,,,,Watch movies,,Exercise,Go for a walk,,Meditate practice mindfulness,Listen to music,,,,,Spend time with my partner,,,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Affordability
US,55+,Female,Content that teaches,It is for Everyone,No,Pricing,,Holistic,Agree,Agree,Disagree,Disagree,Agree,"Watch TV,Read books,,,,Watch movies,,Exercise,Go for a walk,,,Listen to music,,,,,,,Go to a restaurant,",Familiar,Familiar,Not Familiar,Not Familiar,Content Relevance
US,55+,Female,Content that transforms,It is for Everyone,No,Awareness,,Holistic,Disagree,Agree,Agree,Disagree,Agree,",Read books,,,,Watch movies,Browse social media,Exercise,,,,,,,Cook/bake,,Spend time with my partner,,,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Content Relevance
US,55+,Female,Content that transforms,It is for Everyone,No,Awareness,,Spirituality Skeekers,Disagree,Agree,Agree,Disagree,Agree,",Read books,,,Socialise meet friends,,,Exercise,,,,,,,,,,,,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Content Relevance
