Country,Age,Gender,Perception regarding personal growth,Attitute toward personal growth,Consumer of personal growth program (Last 3 Years),Barrier to purchase,Personal Growth content invested,Audience Name,Financial Freedom Interest,Natural Products Interest,Spiritual Interest,Motivation Interest,Coaching 1:1 Interest,Top Interest (Cloud Word),Masterclass Awareness,Calm Awareness,Udemy Awareness,Mindvalley Awareness,Program Purchase Drivers
US,26-35,Female,Content that entertains,Time is a barrier,No,Pricing,,Holistic,Agree,Disagree,Agree,No opinion,Agree,"Watch TV,Read books,,,,Watch movies,,Exercise,,Learn new skills,,,,,,,Spend time with my partner,,,",Familiar,Not Familiar,Not Familiar,Not Familiar,Affordability
US,46-54,Female,Content that teaches,Time is a barrier,No,Awareness,,Go Getters,Agree,Agree,Agree,Disagree,Agree,"Watch TV,,,,Socialise meet friends,Watch movies,,Exercise,Go for a walk,,,Listen to music,,,,,Spend time with my partner,,Go to a restaurant,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Content Relevance
US,26-35,Female,Content that teaches,Time is a barrier,Yes,,Entrepreneurship/Leadership,Spirituality Skeekers,Agree,Agree,Agree,Agree,Agree,",,,,,Watch movies,Browse social media,,,Learn new skills,,Listen to music,,,,Play video games,Spend time with my partner,,,",Familiar,Very Familiar,Very Familiar,Very Familiar,Credibility
US,46-54,Female,Content that transforms,Money is a barrier,Yes,,Selfawareness,Go Getters,Agree,Disagree,Agree,Agree,Agree,",,,,,,,,Go for a walk,,,,,,Cook/bake,,Spend time with my partner,,,",Familiar,Very Familiar,Familiar,Very Familiar,Affordability
US,46-54,Female,Content that entertains,Money is a barrier,Yes,,Crisis healing,Kensho,Agree,Agree,Agree,Agree,Agree,",,,,,,,,,,,,,,Cook/bake,,,,,",Very Familiar,Very Familiar,Very Familiar,Very Familiar,Credibility
US,46-54,Prefer not to say,Content that teaches,It is for Everyone,No,Awareness,,Spirituality Skeekers,Agree,Agree,Agree,Agree,Agree,"Watch TV,Read books,,,,Watch movies,Browse social media,Exercise,,,Meditate practice mindfulness,,,,Cook/bake,Play video games,,,,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Affordability
US,18-25,Prefer not to say,Content that transforms,Credibility is a barrier,Yes,,Holistic,Holistic,Agree,Agree,Agree,Disagree,Agree,",,,Do arts crafts,,,,,,,,,,,,,Spend time with my partner,,,",Familiar,Very Familiar,Familiar,Very Familiar,Affordability
US,46-54,Male,Content that teaches,Money is a barrier,No,Pricing,,Great Resignation,Agree,Agree,Disagree,Agree,Agree,"Watch TV,Read books,,,,Watch movies,Browse social media,,Go for a walk,,,Listen to music,,,,,,,,",Familiar,Familiar,Not Familiar,Not Familiar,Affordability
US,18-25,Prefer not to say,Content that teaches,It is for Everyone,No,Not Interested,,Holistic,Disagree,Agree,Disagree,Disagree,Agree,"Watch TV,Read books,,Do arts crafts,,Watch movies,Browse social media,,Go for a walk,,,,,,Cook/bake,,,Spend time with the kids,Go to a restaurant,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Time Convience
US,26-35,Female,Content that teaches,Credibility is a barrier,Yes,,Mindfullness,Spirituality Skeekers,Agree,Agree,Agree,Agree,Agree,",Read books,,,,,,,,,,,,,,,,,,",Very Familiar,Very Familiar,Very Familiar,Very Familiar,Credibility
US,46-54,Male,Content that transforms,Time is a barrier,No,Awareness,,Holistic,Agree,Agree,Agree,Disagree,Disagree,"Watch TV,Read books,,,,Watch movies,Browse social media,Exercise,Go for a walk,,,Listen to music,,,Cook/bake,Play video games,,Spend time with the kids,Go to a restaurant,",Familiar,Very Familiar,Very Familiar,Familiar,Affordability
US,26-35,Female,"No idea, never thought about it",Money is a barrier,No,Awareness,,Great Resignation,Agree,Agree,Disagree,Agree,Agree,"Watch TV,,,,,,Browse social media,,,,,Listen to music,,,,,Spend time with my partner,,,",Not Familiar,Very Familiar,Not Familiar,Not Familiar,Affordability
US,46-54,Female,Content that teaches,It is for Everyone,No,Lack of time,,Lone Wolf,Agree,Agree,Agree,Agree,Agree,"Watch TV,Read books,,,Socialise meet friends,Watch movies,Browse social media,,,,,Listen to music,,Go on a nightout,,Play video games,,Spend time with the kids,,",Very Familiar,Very Familiar,Familiar,Not Familiar,Credibility
US,26-35,Female,Content that transforms,Money is a barrier,No,Pricing,,Spirituality Skeekers,Agree,Agree,Agree,Disagree,Agree,",Read books,,Do arts crafts,Socialise meet friends,Watch movies,Browse social media,Exercise,Go for a walk,Learn new skills,Meditate practice mindfulness,Listen to music,Go on an excursion,,Cook/bake,Play video games,Spend time with my partner,Spend time with the kids,,",Not Familiar,Not Familiar,Familiar,Not Familiar,Affordability
US,46-54,Male,Content that teaches,Money is a barrier,No,Awareness,,Spirituality Skeekers,Agree,Agree,Agree,Agree,Agree,"Watch TV,,,,,,Browse social media,,Go for a walk,,,,,,,,,,,",Familiar,Familiar,Familiar,Familiar,Affordability
US,26-35,Male,Content that teaches,Time is a barrier,No,Awareness,,Spirituality Skeekers,Agree,Agree,Agree,Disagree,Agree,"Watch TV,,Play sports,Do arts crafts,,Watch movies,Browse social media,,,Learn new skills,,Listen to music,,,Cook/bake,,Spend time with my partner,Spend time with the kids,,",Familiar,Very Familiar,Not Familiar,Familiar,Content Relevance
US,55+,Female,Content that teaches,Time is a barrier,No,Pricing,,Great Resignation,Agree,Agree,Agree,Agree,Agree,"Watch TV,Read books,Play sports,Do arts crafts,Socialise meet friends,Watch movies,Browse social media,Exercise,Go for a walk,Learn new skills,Meditate practice mindfulness,Listen to music,Go on an excursion,Go on a nightout,Cook/bake,Play video games,Spend time with my partner,Spend time with the kids,Go to a restaurant,",Very Familiar,Very Familiar,Very Familiar,Very Familiar,Content Relevance
US,55+,Male,Content that entertains,Money is a barrier,No,Pricing,,Spirituality Skeekers,Disagree,Agree,Agree,Agree,Agree,"Watch TV,,,,,Watch movies,Browse social media,,,,Meditate practice mindfulness,,,,,,,,,",Very Familiar,Very Familiar,Very Familiar,Very Familiar,Content Relevance
US,18-25,Female,Content that teaches,Time is a barrier,No,Awareness,,Holistic,Agree,Agree,Agree,Disagree,Agree,",,,,,,,Exercise,,Learn new skills,,Listen to music,,,,,,,,",Familiar,Not Familiar,Not Familiar,Not Familiar,Content Relevance
US,26-35,Female,"No idea, never thought about it",Money is a barrier,No,Not Interested,,Go Getters,Agree,Agree,Agree,Disagree,Agree,"Watch TV,,,,,,,,,Learn new skills,,Listen to music,,,Cook/bake,,,,,",Familiar,Familiar,Not Familiar,Not Familiar,Content Relevance
US,55+,Male,Content that teaches,It is for Everyone,Yes,,Entrepreneurship/Leadership,Spirituality Skeekers,Disagree,Agree,Agree,Agree,Agree,"Watch TV,Read books,Play sports,,,Watch movies,Browse social media,Exercise,,Learn new skills,Meditate practice mindfulness,Listen to music,,,Cook/bake,Play video games,Spend time with my partner,Spend time with the kids,Go to a restaurant,",Very Familiar,Very Familiar,Not Familiar,Familiar,Content Relevance
US,55+,Female,Content that teaches,Money is a barrier,No,Not Interested,,Great Resignation,Agree,Agree,Agree,Disagree,Agree,"Watch TV,,,,Socialise meet friends,,Browse social media,,Go for a walk,,,,,,Cook/bake,Play video games,,,Go to a restaurant,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Content Relevance
US,18-25,Female,Content that teaches,It is for Everyone,Yes,,Selfawareness,Spirituality Skeekers,Agree,Agree,Agree,Agree,Agree,"Watch TV,,Play sports,,,Watch movies,Browse social media,Exercise,Go for a walk,,,Listen to music,,,,,,,,",Very Familiar,Very Familiar,Very Familiar,Very Familiar,Content Relevance
US,26-35,Prefer not to say,Content that transforms,It is for Everyone,Yes,,Entrepreneurship/Leadership,Spirituality Skeekers,Agree,Agree,Agree,Agree,Agree,",,,,,,Browse social media,Exercise,Go for a walk,,,Listen to music,,,Cook/bake,,,,,",Not Familiar,Very Familiar,Not Familiar,Not Familiar,Content Relevance
US,18-25,Female,Content that transforms,Time is a barrier,No,Lack of time,,Go Getters,Agree,Agree,Disagree,Agree,Agree,"Watch TV,Read books,,Do arts crafts,Socialise meet friends,,Browse social media,Exercise,,Learn new skills,,Listen to music,,Go on a nightout,Cook/bake,Play video games,,,Go to a restaurant,",Very Familiar,Very Familiar,Not Familiar,Not Familiar,Content Relevance
US,18-25,Female,Content that entertains,It is for Everyone,No,Pricing,,Great Resignation,Agree,Agree,Disagree,Disagree,Disagree,",,,,,,Browse social media,,,,,Listen to music,,,,,Spend time with my partner,,Go to a restaurant,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Affordability
US,26-35,Female,Content that transforms,Time is a barrier,No,Pricing,,Bliss,Agree,Disagree,Disagree,Disagree,Agree,"Watch TV,Read books,,,,Watch movies,Browse social media,,,,,Listen to music,,,,,,,Go to a restaurant,",Familiar,Familiar,Not Familiar,Not Familiar,Affordability
US,18-25,Male,Content that transforms,It is for Everyone,No,Lack of time,,Spirituality Skeekers,Agree,Agree,Disagree,Disagree,Agree,",,,,Socialise meet friends,,,,,,,,,,,Play video games,,,,",Familiar,Very Familiar,Not Familiar,Very Familiar,Content Relevance
US,26-35,Male,Content that transforms,Time is a barrier,No,Awareness,,Great Resignation,Agree,Disagree,Disagree,Agree,Agree,",,,,,,,,,,,,,,,Play video games,,,,",Familiar,Very Familiar,Familiar,Familiar,Affordability
US,26-35,Female,Content that teaches,Money is a barrier,No,Pricing,,Kensho,Agree,No opinion,Disagree,Agree,No opinion,"Watch TV,,,,,Watch movies,Browse social media,,Go for a walk,,,Listen to music,,,,,,,Go to a restaurant,",Familiar,Familiar,Familiar,Not Familiar,Affordability
US,26-35,Female,Content that entertains,It is for Everyone,No,Pricing,,Great Resignation,Agree,Disagree,Agree,Disagree,Agree,"Watch TV,Read books,,Do arts crafts,,,,,,,,,,,Cook/bake,Play video games,Spend time with my partner,,,",Not Familiar,Familiar,Familiar,Not Familiar,Affordability
US,26-35,Female,Content that entertains,It is for Everyone,Yes,,Entrepreneurship/Leadership,Spirituality Skeekers,Agree,Agree,Agree,Disagree,Agree,"Watch TV,Read books,Play sports,Do arts crafts,,Watch movies,Browse social media,Exercise,Go for a walk,Learn new skills,Meditate practice mindfulness,Listen to music,,,,,,Spend time with the kids,Go to a restaurant,",Familiar,Very Familiar,Very Familiar,Familiar,Content Relevance
US,18-25,Male,Content that entertains,Time is a barrier,No,Awareness,,Holistic,Agree,Agree,Agree,Disagree,Agree,",,,,,Watch movies,Browse social media,Exercise,,Learn new skills,,Listen to music,,,Cook/bake,Play video games,,,,",Familiar,Very Familiar,Familiar,Not Familiar,Affordability
US,18-25,Prefer not to say,Content that teaches,It is for Everyone,No,Awareness,,Go Getters,Agree,Agree,Agree,Agree,Agree,"Watch TV,,,,Socialise meet friends,,Browse social media,,,,,,,Go on a nightout,,Play video games,,,,",Familiar,Familiar,Familiar,Very Familiar,Content Relevance
US,55+,Male,Content that transforms,It is for Everyone,No,Awareness,,Holistic,Agree,Agree,Agree,Disagree,Agree,"Watch TV,Read books,,,,,Browse social media,,Go for a walk,,,,,,,,,,,",Not Familiar,Familiar,Not Familiar,Not Familiar,Affordability
US,55+,Prefer not to say,Content that teaches,Credibility is a barrier,Yes,,Crisis healing,Spirituality Skeekers,Agree,Agree,Agree,Disagree,Agree,",,,,,,,,,,,Listen to music,,Go on a nightout,Cook/bake,Play video games,,,Go to a restaurant,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Credibility
US,36-45,Prefer not to say,"No idea, never thought about it",Time is a barrier,No,Lack of time,,Great Resignation,Agree,Agree,Agree,Agree,Agree,",,,,,,,Exercise,,,,,,,Cook/bake,,,,Go to a restaurant,",Familiar,Familiar,Familiar,Familiar,Time Convience
US,55+,Prefer not to say,Content that teaches,It is for Everyone,No,Pricing,,Connection Seeker,No opinion,Agree,No opinion,Disagree,Agree,"Watch TV,,,Do arts crafts,Socialise meet friends,,,Exercise,Go for a walk,Learn new skills,,Listen to music,,,,,,,,",Familiar,Familiar,Not Familiar,Not Familiar,Content Relevance
US,18-25,Female,Content that entertains,Money is a barrier,No,Awareness,,Go Getters,Agree,No opinion,No opinion,Disagree,Agree,"Watch TV,,Play sports,Do arts crafts,Socialise meet friends,Watch movies,Browse social media,,,Learn new skills,,Listen to music,,,Cook/bake,Play video games,Spend time with my partner,,,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Time Convience
US,18-25,Female,Content that transforms,Money is a barrier,No,Not Interested,,Spirituality Skeekers,Disagree,Agree,Agree,Disagree,Agree,"Watch TV,Read books,,Do arts crafts,,Watch movies,Browse social media,,,Learn new skills,Meditate practice mindfulness,Listen to music,,,Cook/bake,Play video games,Spend time with my partner,Spend time with the kids,,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Affordability
US,36-45,Male,Content that teaches,It is for Everyone,Yes,,Fitness,Great Resignation,Agree,Agree,No opinion,Disagree,Agree,",Read books,,Do arts crafts,,,,,Go for a walk,,,,,,Cook/bake,Play video games,Spend time with my partner,,,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Affordability
US,46-54,Female,"No idea, never thought about it",It is for Everyone,No,Awareness,,Great Resignation,Disagree,Agree,No opinion,Agree,Agree,"Watch TV,,,Do arts crafts,,,Browse social media,,,,,Listen to music,,,,Play video games,,,,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Content Relevance
US,55+,Male,Content that entertains,Money is a barrier,Yes,,Entrepreneurship/Leadership,Great Resignation,Agree,Agree,Agree,Disagree,Agree,"Watch TV,Read books,Play sports,,Socialise meet friends,Watch movies,Browse social media,Exercise,Go for a walk,,,Listen to music,,,Cook/bake,Play video games,,Spend time with the kids,Go to a restaurant,",Very Familiar,Familiar,Very Familiar,Very Familiar,Affordability
US,36-45,Female,Content that teaches,It is for Everyone,No,Lack of time,,Spirituality Skeekers,Agree,Agree,Agree,Agree,Agree,"Watch TV,,,,,Watch movies,,Exercise,Go for a walk,,,,,,Cook/bake,,Spend time with my partner,Spend time with the kids,Go to a restaurant,",Familiar,Familiar,Familiar,Familiar,Time Convience
US,55+,Male,Content that transforms,Time is a barrier,No,Awareness,,Lone Wolf,Agree,Agree,Disagree,Disagree,Agree,"Watch TV,,,,,Watch movies,Browse social media,,,,,Listen to music,,,,Play video games,,Spend time with the kids,,",Not Familiar,Familiar,Not Familiar,Not Familiar,Content Relevance
US,46-54,Female,Content that teaches,It is for Everyone,Yes,,Crisis healing,Bliss,Disagree,Agree,Agree,Disagree,No opinion,",Read books,,,,,,Exercise,Go for a walk,,,Listen to music,,Go on a nightout,Cook/bake,,Spend time with my partner,Spend time with the kids,,",Familiar,Familiar,Not Familiar,Familiar,Affordability
US,55+,Male,Content that teaches,It is for Everyone,No,Lack of time,,Spirituality Skeekers,Agree,Agree,Agree,Agree,Agree,"Watch TV,,,Do arts crafts,,Watch movies,Browse social media,,,Learn new skills,Meditate practice mindfulness,Listen to music,,,Cook/bake,,Spend time with my partner,,,",Not Familiar,Very Familiar,Familiar,Not Familiar,Content Relevance
US,55+,Male,Content that teaches,It is for Everyone,No,Awareness,,Connection Seeker,Agree,Agree,Agree,Agree,Agree,"Watch TV,,,,,Watch movies,Browse social media,,,,,,,,,,,,,",Familiar,Familiar,Not Familiar,Not Familiar,Credibility
US,55+,Female,Content that entertains,It is for Everyone,Yes,,Entrepreneurship/Leadership,Go Getters,Agree,Agree,Agree,Agree,Agree,",,,,,,,,,Learn new skills,Meditate practice mindfulness,,Go on an excursion,,,,,Spend time with the kids,,",Very Familiar,Familiar,Very Familiar,Very Familiar,Content Relevance
US,46-54,Male,Content that teaches,It is for Everyone,Yes,,Mindfullness,Spirituality Skeekers,Disagree,No opinion,No opinion,Agree,No opinion,",,,,,,Browse social media,Exercise,,Learn new skills,,,,,,,,,,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Content Relevance
US,55+,Female,Content that entertains,It is for Everyone,Yes,,Mindfullness,Go Getters,Agree,Agree,Agree,No opinion,Agree,",Read books,,,,Watch movies,,Exercise,,Learn new skills,Meditate practice mindfulness,,Go on an excursion,,Cook/bake,,Spend time with my partner,,,",Familiar,Very Familiar,Not Familiar,Familiar,Content Relevance
US,46-54,Male,Content that teaches,Time is a barrier,Yes,,Selfawareness,Go Getters,Agree,Agree,Disagree,Agree,Agree,",,,,,Watch movies,,Exercise,,,,Listen to music,,,,,,,,",Familiar,Familiar,Familiar,Not Familiar,Content Relevance
US,55+,Female,Content that entertains,Money is a barrier,Yes,,Entrepreneurship/Leadership,Gen Z,No opinion,No opinion,Agree,No opinion,No opinion,",,,,,Watch movies,,,,,,Listen to music,Go on an excursion,,,,,,,",Very Familiar,Not Familiar,Very Familiar,Very Familiar,Content Relevance
US,46-54,Female,Content that transforms,It is for Everyone,Yes,,Selfawareness,Spirituality Skeekers,Disagree,Agree,Agree,Disagree,Agree,"Watch TV,Read books,,,,Watch movies,Browse social media,Exercise,Go for a walk,,,,,,,,,Spend time with the kids,,",Not Familiar,Very Familiar,Not Familiar,Not Familiar,Content Relevance
US,46-54,Female,Content that teaches,It is for Everyone,No,Pricing,,Go Getters,Agree,Agree,Disagree,Disagree,Agree,",,,,,,,Exercise,Go for a walk,Learn new skills,Meditate practice mindfulness,Listen to music,,,,,,Spend time with the kids,,",Very Familiar,Very Familiar,Very Familiar,Familiar,Content Relevance
US,36-45,Female,Content that teaches,Time is a barrier,No,Awareness,,Great Resignation,Agree,Agree,Agree,Disagree,Disagree,"Watch TV,,Play sports,Do arts crafts,,,Browse social media,Exercise,Go for a walk,,,,Go on an excursion,,Cook/bake,Play video games,Spend time with my partner,,,",Familiar,Very Familiar,Not Familiar,Not Familiar,Content Relevance
US,36-45,Male,Content that transforms,It is for Everyone,No,Awareness,,Spirituality Skeekers,No opinion,Agree,Agree,Disagree,Agree,"Watch TV,,,,,,,,Go for a walk,Learn new skills,,,,,,,,,,",Not Familiar,Familiar,Not Familiar,Not Familiar,Credibility
US,36-45,Female,Content that transforms,Time is a barrier,Yes,,Mindfullness,Spirituality Skeekers,Disagree,Agree,Agree,Agree,Agree,"Watch TV,,,,,Watch movies,Browse social media,Exercise,Go for a walk,,,Listen to music,,,Cook/bake,,,,,",Very Familiar,Very Familiar,Very Familiar,Very Familiar,Credibility
US,55+,Female,Content that teaches,It is for Everyone,No,Awareness,,Spirituality Skeekers,Agree,Agree,Agree,Disagree,Agree,"Watch TV,,,,,Watch movies,Browse social media,,,,,,,,,,,,,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Affordability
US,36-45,Prefer not to say,Content that teaches,It is for Everyone,No,Pricing,,Great Resignation,Agree,No opinion,No opinion,Agree,No opinion,"Watch TV,,,Do arts crafts,,,,,Go for a walk,Learn new skills,,Listen to music,,,,,Spend time with my partner,Spend time with the kids,,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Affordability
US,46-54,Female,Content that teaches,It is for Everyone,No,Pricing,,Holistic,Agree,Agree,Disagree,Disagree,Agree,"Watch TV,,,,,Watch movies,,Exercise,Go for a walk,,,Listen to music,,,Cook/bake,,Spend time with my partner,,Go to a restaurant,",Not Familiar,Very Familiar,Not Familiar,Not Familiar,Affordability
US,36-45,Female,Content that teaches,Money is a barrier,No,Awareness,,Bliss,Disagree,Agree,Agree,Disagree,Agree,"Watch TV,,,,,,Browse social media,,Go for a walk,,,Listen to music,,,Cook/bake,,,,,",Familiar,Familiar,Not Familiar,Not Familiar,Affordability
US,55+,Female,Content that teaches,Money is a barrier,Yes,,Entrepreneurship/Leadership,Great Resignation,Agree,Agree,Agree,Disagree,Agree,",Read books,,,,Watch movies,Browse social media,,,,Meditate practice mindfulness,Listen to music,,,Cook/bake,Play video games,,,,",Very Familiar,Very Familiar,Very Familiar,Very Familiar,Affordability
US,55+,Female,Content that transforms,It is for Everyone,No,Pricing,,Holistic,Agree,Agree,Agree,Agree,Agree,"Watch TV,,,,Socialise meet friends,Watch movies,,Exercise,Go for a walk,Learn new skills,,Listen to music,,,Cook/bake,,Spend time with my partner,,Go to a restaurant,",Very Familiar,Very Familiar,Very Familiar,Very Familiar,Credibility
US,46-54,Female,Content that transforms,It is for Everyone,Yes,,Selfawareness,Holistic,Agree,Disagree,Agree,Disagree,Agree,",Read books,,,,Watch movies,,,,,,,,,,,Spend time with my partner,,,",Very Familiar,Very Familiar,Familiar,Very Familiar,Time Convience
US,55+,Male,Content that teaches,It is for Everyone,No,Awareness,,Go Getters,No opinion,No opinion,Disagree,Disagree,No opinion,"Watch TV,,,,,Watch movies,,,,,,,Go on an excursion,,,,Spend time with my partner,,,",Familiar,Familiar,Familiar,Familiar,Content Relevance
US,36-45,Female,Content that transforms,It is for Everyone,No,Pricing,,Holistic,Agree,Agree,Agree,Agree,Agree,",,,,,,,Exercise,,,,,,,,,,Spend time with the kids,,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Affordability
US,36-45,Female,Content that entertains,Time is a barrier,No,Awareness,,Great Resignation,Agree,Agree,Agree,Agree,Agree,",Read books,,,,,,Exercise,,,Meditate practice mindfulness,Listen to music,,,,,,,,",Very Familiar,Very Familiar,Very Familiar,Very Familiar,Time Convience
US,46-54,Female,Content that teaches,It is for Everyone,No,Awareness,,Spirituality Skeekers,Disagree,Agree,Agree,Disagree,Agree,",Read books,,Do arts crafts,Socialise meet friends,,Browse social media,,Go for a walk,Learn new skills,,Listen to music,,,,,,,,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Content Relevance
US,36-45,Female,Content that transforms,It is for Everyone,No,Pricing,,Great Resignation,Agree,Agree,Agree,Disagree,Agree,",,,,,,,,,,,,,,,,,Spend time with the kids,,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Affordability
US,36-45,Female,Content that transforms,It is for Everyone,Yes,,Entrepreneurship/Leadership,Spirituality Skeekers,Agree,Disagree,Agree,Agree,Agree,",Read books,,,,,,,,,,,,,,,Spend time with my partner,Spend time with the kids,,",Familiar,Familiar,Not Familiar,Not Familiar,Affordability
US,55+,Female,Content that teaches,Credibility is a barrier,No,Pricing,,Spirituality Skeekers,Agree,Agree,Agree,Disagree,Agree,"Watch TV,Read books,,,Socialise meet friends,Watch movies,,,,,,Listen to music,Go on an excursion,Go on a nightout,,,Spend time with my partner,Spend time with the kids,Go to a restaurant,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Affordability
US,46-54,Female,Content that transforms,Time is a barrier,No,Pricing,,Holistic,Agree,Disagree,Agree,Agree,Agree,"Watch TV,Read books,Play sports,,Socialise meet friends,Watch movies,,Exercise,Go for a walk,,,Listen to music,Go on an excursion,,,,,,Go to a restaurant,",Familiar,Familiar,Not Familiar,Not Familiar,Content Relevance
US,46-54,Female,Content that entertains,Money is a barrier,No,Awareness,,Kensho,Agree,Agree,Agree,Agree,Disagree,"Watch TV,Read books,,,,Watch movies,Browse social media,,Go for a walk,,,,,,,Play video games,,Spend time with the kids,Go to a restaurant,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Affordability
US,36-45,Male,Content that entertains,It is for Everyone,No,Lack of time,,Great Resignation,Agree,Disagree,Agree,Agree,Agree,",Read books,,,,Watch movies,Browse social media,Exercise,,,,Listen to music,,,Cook/bake,Play video games,,,,",Very Familiar,Not Familiar,Not Familiar,Not Familiar,Affordability
US,46-54,Female,Content that teaches,It is for Everyone,No,Awareness,,Connection Seeker,Disagree,Agree,Agree,Agree,Agree,"Watch TV,,,,,,,Exercise,Go for a walk,,,Listen to music,,,Cook/bake,,,,,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Content Relevance
US,46-54,Female,Content that transforms,It is for Everyone,Yes,,Entrepreneurship/Leadership,Go Getters,Agree,Agree,Agree,Agree,Agree,"Watch TV,,,,Socialise meet friends,Watch movies,,,,Learn new skills,,Listen to music,Go on an excursion,Go on a nightout,Cook/bake,,Spend time with my partner,,Go to a restaurant,",Familiar,Very Familiar,Not Familiar,Not Familiar,Affordability
US,36-45,Female,"No idea, never thought about it",It is for Everyone,Yes,,Crisis healing,Spirituality Skeekers,No opinion,Agree,Agree,Agree,Agree,",,,,,,,,,,Meditate practice mindfulness,Listen to music,,,,,Spend time with my partner,,,",Not Familiar,Familiar,Not Familiar,Not Familiar,Content Relevance
US,36-45,Female,Content that teaches,Money is a barrier,No,Pricing,,Great Resignation,Agree,Agree,Agree,Agree,Agree,"Watch TV,,,,,Watch movies,Browse social media,,,,,,,,,,,,,",Familiar,Very Familiar,Not Familiar,Not Familiar,Content Relevance
US,36-45,Female,Content that entertains,Money is a barrier,No,Pricing,,Spirituality Skeekers,Agree,Agree,Agree,Agree,Agree,"Watch TV,Read books,,,Socialise meet friends,Watch movies,Browse social media,Exercise,Go for a walk,,,Listen to music,,,,Play video games,Spend time with my partner,,,",Not Familiar,Familiar,Familiar,Not Familiar,Time Convience
US,55+,Male,Content that teaches,It is for Everyone,No,Awareness,,Holistic,Disagree,Agree,Disagree,Disagree,Disagree,",Read books,,,Socialise meet friends,,,,,,,,,,Cook/bake,,Spend time with my partner,,Go to a restaurant,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Content Relevance
US,36-45,Female,Content that transforms,It is for Everyone,Yes,,Entrepreneurship/Leadership,Go Getters,Agree,No opinion,Agree,Disagree,Disagree,"Watch TV,,,Do arts crafts,Socialise meet friends,Watch movies,Browse social media,,,,,Listen to music,,,Cook/bake,Play video games,Spend time with my partner,,Go to a restaurant,",Not Familiar,Familiar,Not Familiar,Not Familiar,Content Relevance
US,46-54,Male,Content that transforms,It is for Everyone,No,Pricing,,Great Resignation,Agree,Agree,Agree,Agree,Agree,"Watch TV,Read books,,Do arts crafts,Socialise meet friends,Watch movies,Browse social media,Exercise,Go for a walk,Learn new skills,Meditate practice mindfulness,Listen to music,Go on an excursion,Go on a nightout,Cook/bake,Play video games,Spend time with my partner,,Go to a restaurant,",Very Familiar,Familiar,Not Familiar,Familiar,Affordability
US,55+,Female,Content that teaches,Credibility is a barrier,No,Lack of time,,Holistic,Agree,Agree,No opinion,Disagree,Agree,",Read books,,,,Watch movies,,,,,,,,,,,Spend time with my partner,,,",Not Familiar,Very Familiar,Not Familiar,Not Familiar,Affordability
US,36-45,Female,"No idea, never thought about it",It is for Everyone,No,Pricing,,Great Resignation,Agree,Agree,Agree,Agree,Agree,",,,,,,Browse social media,,Go for a walk,Learn new skills,,Listen to music,,,,Play video games,,,,",Familiar,Familiar,Familiar,Familiar,Content Relevance
US,36-45,Female,Content that teaches,It is for Everyone,No,Not Interested,,Spirituality Skeekers,Disagree,Agree,Agree,Agree,Agree,",,,,Socialise meet friends,,Browse social media,,Go for a walk,Learn new skills,Meditate practice mindfulness,Listen to music,Go on an excursion,Go on a nightout,,,,Spend time with the kids,,",Not Familiar,Familiar,Familiar,Familiar,Time Convience
US,46-54,Male,Content that teaches,Credibility is a barrier,No,Awareness,,Great Resignation,Agree,Disagree,Agree,Agree,Agree,"Watch TV,,,,,,,,,,,,,,,,,,,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Credibility
US,55+,Female,Content that teaches,Time is a barrier,No,Awareness,,Holistic,Disagree,Agree,Agree,Disagree,Agree,",,,,,,,,Go for a walk,,Meditate practice mindfulness,,,,,,,,,",Familiar,Familiar,Not Familiar,Familiar,Content Relevance
US,55+,Male,Content that entertains,Time is a barrier,Yes,,Crisis healing,Kensho,Agree,Agree,Agree,Disagree,Agree,",,,Do arts crafts,,,,,Go for a walk,,,,,,,,Spend time with my partner,,,",Very Familiar,Very Familiar,Very Familiar,Very Familiar,Affordability
US,55+,Female,Content that transforms,It is for Everyone,No,Pricing,,Spirituality Skeekers,Disagree,Agree,Agree,Disagree,Agree,"Watch TV,,,,Socialise meet friends,Watch movies,,,Go for a walk,,Meditate practice mindfulness,Listen to music,,,Cook/bake,,Spend time with my partner,,Go to a restaurant,",Familiar,Very Familiar,Not Familiar,Not Familiar,Affordability
